Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1777087741,2026-04-25T03:29:01Z,RNA205,"28.469347,77.466858",2750,283,267
1777087743,2026-04-25T03:29:03Z,RNA205,"28.469284,77.463226",2725,285,268
1777087745,2026-04-25T03:29:05Z,RNA205,"28.469284,77.460533",2725,286,270
1777087748,2026-04-25T03:29:08Z,RNA205,"28.469376,77.456779",2700,286,271
1777087750,2026-04-25T03:29:10Z,RNA205,"28.469559,77.453773",2700,286,272
1777087752,2026-04-25T03:29:12Z,RNA205,"28.469767,77.4506",2700,285,274
1777087754,2026-04-25T03:29:14Z,RNA205,"28.470091,77.447151",2700,285,275
1777087756,2026-04-25T03:29:16Z,RNA205,"28.470383,77.444267",2700,285,276
1777087758,2026-04-25T03:29:18Z,RNA205,"28.470791,77.440636",2700,285,277
1777087760,2026-04-25T03:29:20Z,RNA205,"28.471115,77.438347",2700,285,278
1777087762,2026-04-25T03:29:22Z,RNA205,"28.471581,77.435356",2700,284,279
1777087764,2026-04-25T03:29:24Z,RNA205,"28.472187,77.431534",2700,284,280
1777087766,2026-04-25T03:29:26Z,RNA205,"28.472672,77.42868",2700,284,280
1777087769,2026-04-25T03:29:29Z,RNA205,"28.473175,77.42588",2700,284,281
1777087771,2026-04-25T03:29:31Z,RNA205,"28.47377,77.422874",2700,284,281
1777087773,2026-04-25T03:29:33Z,RNA205,"28.474411,77.419647",2725,284,282
1777087775,2026-04-25T03:29:35Z,RNA205,"28.475143,77.416168",2725,284,282
1777087777,2026-04-25T03:29:37Z,RNA205,"28.475784,77.413155",2725,284,283
1777087780,2026-04-25T03:29:40Z,RNA205,"28.476469,77.409882",2725,284,283
1777087782,2026-04-25T03:29:42Z,RNA205,"28.477121,77.406868",2725,283,283
1777087784,2026-04-25T03:29:44Z,RNA205,"28.477707,77.404175",2725,283,283
1777087786,2026-04-25T03:29:46Z,RNA205,"28.478348,77.401161",2725,282,283
1777087788,2026-04-25T03:29:48Z,RNA205,"28.479031,77.398193",2725,282,283
1777087790,2026-04-25T03:29:50Z,RNA205,"28.479813,77.394562",2725,282,283
1777087799,2026-04-25T03:29:59Z,RNA205,"28.482428,77.382576",2725,281,283
1777087807,2026-04-25T03:30:07Z,RNA205,"28.485174,77.370087",2725,281,283
1777087814,2026-04-25T03:30:14Z,RNA205,"28.487223,77.360497",2725,279,283
1777087822,2026-04-25T03:30:22Z,RNA205,"28.489737,77.348869",2725,271,283
1777087831,2026-04-25T03:30:31Z,RNA205,"28.492205,77.337341",2725,262,283
1777087840,2026-04-25T03:30:40Z,RNA205,"28.494764,77.325493",2725,253,283
1777087846,2026-04-25T03:30:46Z,RNA205,"28.496429,77.317818",2725,245,283
1777087855,2026-04-25T03:30:55Z,RNA205,"28.498764,77.306992",2725,238,283
1777087863,2026-04-25T03:31:03Z,RNA205,"28.50091,77.297112",2725,230,283
1777087871,2026-04-25T03:31:11Z,RNA205,"28.50305,77.287254",2725,221,283
1777087878,2026-04-25T03:31:18Z,RNA205,"28.504539,77.280312",2725,216,283
1777087887,2026-04-25T03:31:27Z,RNA205,"28.506454,77.271385",2725,206,283
1777087895,2026-04-25T03:31:35Z,RNA205,"28.508358,77.262535",2725,198,283
1777087901,2026-04-25T03:31:41Z,RNA205,"28.509661,77.256454",2750,190,283
1777087910,2026-04-25T03:31:50Z,RNA205,"28.511536,77.24794",2750,188,283
1777087918,2026-04-25T03:31:58Z,RNA205,"28.513275,77.239799",2725,186,283
1777087925,2026-04-25T03:32:05Z,RNA205,"28.514603,77.233727",2725,185,283
1777087933,2026-04-25T03:32:13Z,RNA205,"28.516251,77.226013",2700,184,283
1777087940,2026-04-25T03:32:20Z,RNA205,"28.517622,77.219727",2700,184,283
1777087948,2026-04-25T03:32:28Z,RNA205,"28.519318,77.211754",2650,186,283
1777087956,2026-04-25T03:32:36Z,RNA205,"28.52092,77.204308",2550,183,283
1777087963,2026-04-25T03:32:43Z,RNA205,"28.522247,77.197861",2450,178,283
1777087971,2026-04-25T03:32:51Z,RNA205,"28.523849,77.190521",2325,172,283
1777087980,2026-04-25T03:33:00Z,RNA205,"28.52536,77.183495",2200,167,283
1777087988,2026-04-25T03:33:08Z,RNA205,"28.526886,77.176529",2100,158,283
1777087997,2026-04-25T03:33:17Z,RNA205,"28.528381,77.169449",1975,151,283
1777088003,2026-04-25T03:33:23Z,RNA205,"28.5294,77.164734",1900,146,283
1777088012,2026-04-25T03:33:32Z,RNA205,"28.530748,77.1586",1775,144,283
1777088018,2026-04-25T03:33:38Z,RNA205,"28.531677,77.154182",1725,141,283
1777088026,2026-04-25T03:33:46Z,RNA205,"28.53303,77.148094",1625,139,283
1777088035,2026-04-25T03:33:55Z,RNA205,"28.534378,77.141769",1525,138,283
1777088044,2026-04-25T03:34:04Z,RNA205,"28.535614,77.136017",1425,138,283
1777088050,2026-04-25T03:34:10Z,RNA205,"28.536621,77.13131",1375,140,283
1777088058,2026-04-25T03:34:18Z,RNA205,"28.537903,77.125397",1275,141,283
1777088067,2026-04-25T03:34:27Z,RNA205,"28.53923,77.119217",1175,143,283
1777088073,2026-04-25T03:34:33Z,RNA205,"28.540245,77.11438",1100,144,283
1777088081,2026-04-25T03:34:41Z,RNA205,"28.54155,77.108192",1000,145,283
1777088090,2026-04-25T03:34:50Z,RNA205,"28.542892,77.101997",875,144,283
1777088098,2026-04-25T03:34:58Z,RNA205,"28.544064,77.096397",850,134,282
1777088107,2026-04-25T03:35:07Z,RNA205,"28.545181,77.091278",825,103,282
1777088113,2026-04-25T03:35:13Z,RNA205,"28.54582,77.088333",0,80,281
1777088115,2026-04-25T03:35:15Z,RNA205,"28.545971,77.08754",0,74,284
1777088116,2026-04-25T03:35:16Z,RNA205,"28.546085,77.086998",0,72,284
1777088118,2026-04-25T03:35:18Z,RNA205,"28.546154,77.086693",0,70,284
1777088119,2026-04-25T03:35:19Z,RNA205,"28.546234,77.086349",0,68,284
1777088120,2026-04-25T03:35:20Z,RNA205,"28.546314,77.085991",0,66,284
1777088122,2026-04-25T03:35:22Z,RNA205,"28.546495,77.085197",0,62,284
1777088123,2026-04-25T03:35:23Z,RNA205,"28.546566,77.084854",0,61,284
1777088125,2026-04-25T03:35:25Z,RNA205,"28.546659,77.084442",0,59,284
1777088126,2026-04-25T03:35:26Z,RNA205,"28.546715,77.08416",0,58,284
1777088127,2026-04-25T03:35:27Z,RNA205,"28.546762,77.083916",0,57,284
1777088128,2026-04-25T03:35:28Z,RNA205,"28.546822,77.083603",0,56,284
1777088129,2026-04-25T03:35:29Z,RNA205,"28.546886,77.083328",0,54,284
1777088137,2026-04-25T03:35:37Z,RNA205,"28.54738,77.081291",0,43,292
1777088140,2026-04-25T03:35:40Z,RNA205,"28.547562,77.080803",0,41,295
1777088142,2026-04-25T03:35:42Z,RNA205,"28.547775,77.080429",0,37,300
1777088144,2026-04-25T03:35:44Z,RNA205,"28.547985,77.080063",0,36,306
1777088147,2026-04-25T03:35:47Z,RNA205,"28.548195,77.079781",0,34,309
1777088148,2026-04-25T03:35:48Z,RNA205,"28.548393,77.079536",0,33,312
1777088151,2026-04-25T03:35:51Z,RNA205,"28.54859,77.0793",0,31,315
1777088153,2026-04-25T03:35:53Z,RNA205,"28.548878,77.078972",0,29,315
1777088156,2026-04-25T03:35:56Z,RNA205,"28.549055,77.078758",0,28,315
1777088158,2026-04-25T03:35:58Z,RNA205,"28.549301,77.078468",0,26,312
1777088160,2026-04-25T03:36:00Z,RNA205,"28.549473,77.078255",0,26,312
1777088163,2026-04-25T03:36:03Z,RNA205,"28.549713,77.07798",0,23,315
1777088167,2026-04-25T03:36:07Z,RNA205,"28.549931,77.077713",0,20,315
1777088170,2026-04-25T03:36:10Z,RNA205,"28.550125,77.077492",0,16,315
1777088175,2026-04-25T03:36:15Z,RNA205,"28.550297,77.077278",0,13,312
1777088178,2026-04-25T03:36:18Z,RNA205,"28.550428,77.077072",0,11,306
1777088184,2026-04-25T03:36:24Z,RNA205,"28.550545,77.07682",0,10,298
1777088189,2026-04-25T03:36:29Z,RNA205,"28.550629,77.076607",0,11,292
1777088193,2026-04-25T03:36:33Z,RNA205,"28.550697,77.076401",0,9,292
1777088200,2026-04-25T03:36:40Z,RNA205,"28.550938,77.07618",0,9,326
1777088204,2026-04-25T03:36:44Z,RNA205,"28.55114,77.076149",0,9,348
1777088210,2026-04-25T03:36:50Z,RNA205,"28.55135,77.076225",0,9,11
1777088215,2026-04-25T03:36:55Z,RNA205,"28.551569,77.076279",0,10,14
1777088220,2026-04-25T03:37:00Z,RNA205,"28.551785,77.076355",0,10,14
1777088224,2026-04-25T03:37:04Z,RNA205,"28.552013,77.076424",0,11,14
1777088231,2026-04-25T03:37:11Z,RNA205,"28.552368,77.076523",0,12,14
1777088238,2026-04-25T03:37:18Z,RNA205,"28.552757,77.07663",0,13,14
1777088245,2026-04-25T03:37:25Z,RNA205,"28.553158,77.076752",0,14,14
1777088252,2026-04-25T03:37:32Z,RNA205,"28.553604,77.076897",0,15,14
1777088260,2026-04-25T03:37:40Z,RNA205,"28.554188,77.077065",0,15,14
1777088267,2026-04-25T03:37:47Z,RNA205,"28.554607,77.077194",0,14,14
1777088275,2026-04-25T03:37:55Z,RNA205,"28.555143,77.077347",0,14,14
1777088282,2026-04-25T03:38:02Z,RNA205,"28.555538,77.077469",0,14,14
1777088288,2026-04-25T03:38:08Z,RNA205,"28.55591,77.077576",0,11,14
1777088295,2026-04-25T03:38:15Z,RNA205,"28.556154,77.077644",0,8,14
1777088303,2026-04-25T03:38:23Z,RNA205,"28.556362,77.077835",0,7,39
1777088310,2026-04-25T03:38:30Z,RNA205,"28.556454,77.078056",0,8,67
1777088314,2026-04-25T03:38:34Z,RNA205,"28.556446,77.078262",0,8,87
1777088321,2026-04-25T03:38:41Z,RNA205,"28.556385,77.078522",0,8,101
1777088326,2026-04-25T03:38:46Z,RNA205,"28.55633,77.078758",0,8,104
1777088332,2026-04-25T03:38:52Z,RNA205,"28.556271,77.078979",0,8,104
1777088338,2026-04-25T03:38:58Z,RNA205,"28.556225,77.079224",0,8,104
1777088345,2026-04-25T03:39:05Z,RNA205,"28.556213,77.079445",0,6,92
1777088352,2026-04-25T03:39:12Z,RNA205,"28.556293,77.079659",0,6,70
1777088358,2026-04-25T03:39:18Z,RNA205,"28.556396,77.079865",0,7,61
1777088364,2026-04-25T03:39:24Z,RNA205,"28.556505,77.080078",0,7,59
1777088371,2026-04-25T03:39:31Z,RNA205,"28.556633,77.080322",0,9,59
1777088377,2026-04-25T03:39:37Z,RNA205,"28.556749,77.080551",0,9,59
1777088384,2026-04-25T03:39:44Z,RNA205,"28.556889,77.080833",0,8,59
1777088391,2026-04-25T03:39:51Z,RNA205,"28.557016,77.081078",0,8,59
1777088398,2026-04-25T03:39:58Z,RNA205,"28.55714,77.081322",0,7,59
1777088410,2026-04-25T03:40:10Z,RNA205,"28.557335,77.081528",0,6,39
1777088417,2026-04-25T03:40:17Z,RNA205,"28.557552,77.081612",0,7,19
1777088425,2026-04-25T03:40:25Z,RNA205,"28.557758,77.081673",0,6,16
1777088433,2026-04-25T03:40:33Z,RNA205,"28.558022,77.081757",0,6,14
1777088444,2026-04-25T03:40:44Z,RNA205,"28.558228,77.081871",0,4,30
1777088455,2026-04-25T03:40:55Z,RNA205,"28.558239,77.0821",0,4,81
1777088467,2026-04-25T03:41:07Z,RNA205,"28.55817,77.082375",0,5,101
1777088482,2026-04-25T03:41:22Z,RNA205,"28.558123,77.082581",0,2,104
